Date,Hash/Parent Hash,Amount,Receiver,"Fee, Gwei"
11/9/2022 17:45,0x4c754438467d65f5b51c9db3f67d857a766848629c8110baea3013cbbdd62db4,8621232000,bit24,1217355.568
11/9/2022 17:08,0xa29d329cc4849d5e60850731d43bc3217005cbe0ab495d89280b64791c4cd88d,3247832000,bit24,1207982.075
11/9/2022 12:44,0x758776769beec2ae610f5055752c6f0cd933a1f3b58cdbd5d637b2c9dc5c3614,3269932000,bit24,480720.0477
11/9/2022 11:16,0xd1547287b434d718e1b679147cecf6ff64305f213eb8d559ef2738903d5cdc70,3459732000,bit24,863233.9086
11/9/2022 10:25,0xa55f657b6b586a3fee5cc8d1fbf6b4830f6855162d810b549578cd99e7b146a0,2805332000,bit24,2504994.784
11/8/2022 21:05,0x75806c6ea40f5d04d53a1ab7535b3862957bf83818718ca7cd0b461cdfb17670,2531532000,bit24,2028505.028
11/8/2022 20:49,0x28942f887f0f8790e3659a64d1856fba77c38f87dde0f1141938f64aaebdecb6,2697432000,bit24,2175882.208
11/8/2022 19:53,0x9ec0301cba78bee5d23b56dc1b2aed7d70f16d5786f4d001a06a0c2a98473ebf,2406232000,bit24,3922778.048
11/8/2022 6:24,0x0d093f05499bde62860d97b7cfead241ee547d3aca670b96b5136a70856cd9b8,2617932000,bit24,322344.9589
11/7/2022 16:44,0x55f9a6bba9ebb70d75a3e60c47ab3426de72b3094e9a6008fffecf977ceab543,3337932000,bit24,511546.5621
11/7/2022 15:33,0xd4449b9ca2c3f93cb32609e66980927505de0a91f8c167f907ea174c6a2c41ed,2083932000,bit24,507509.4929
11/5/2022 12:08,0xf36944ee88f25eecb675624b82fd5e2df2020a524c77151750bfae0d96f4b303,1961632000,bit24,292062.3976
11/4/2022 11:52,0xdc3bd700af8cde76aae22cd1f6ee6052ec06693f401eb1ffb9fcdb505215d624,2202532000,bit24,283212.0667
11/2/2022 22:12,0xc793cbd3c1f39526b3bad1c5c7160e59f47b20ae6457ddf505e7f917d865f279,2513432000,bit24,401572.9998
11/2/2022 4:44,0x2e9a318c5505f4564ee13a6ecf6520465f9f07fe5a1ccbe566ff87ae355d047d,2038832000,bit24,229135.9283
11/1/2022 11:52,0x0130fb2b30b96906b667132c8211d5bd51f69797770f840d53191358dc776ea8,2026932000,bit24,198570.2706
10/26/2022 11:05,0xd73b9a9b57b1dd42b13bd5e3cc8297d70dc242bdc70eb01ecc01e31b80f5c9eb,2400432000,bit24,286804.8287
10/20/2022 23:33,0x77e831e72b71df4d1f5f3de42789feb5268a2277ea216e10520d6240b6bbbf57,2741932000,bit24,885972.8808
